VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
5114,2009,ACURA,MDX,2009 Acura MDX 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5979_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.14,0,No Tip,Not Rated,Standard,No,No,50,0,0,2009/ACURA/MDX/2009 Acura MDX 4-DR. w_SAB.png
5115,2009,ACURA,RDX,2009 Acura RDX 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5978_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.155,0,No Tip,Not Rated,Standard,No,No,15,2,0,2009/ACURA/RDX/2009 Acura RDX 4-DR. w_SAB.png
5113,2009,ACURA,RL,2009 Acura RL 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5379_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,Not Rated,0.097,0,No Tip,Not Rated,Standard,Optional,No,8,6,0,2009/ACURA/RL/2009 Acura RL 4-DR. w_SAB.png
5375,2009,ACURA,TL,2009 Acura TL 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5939_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,5,0.093,0.093,No Tip,Not Rated,Standard,No,No,41,3,0,2009/ACURA/TL/2009 Acura TL 4-DR. w_SAB.png
5028,2009,ACURA,TSX,2009 Acura TSX  4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5977_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,5,0,0.099, ,Not Rated,Standard,No,No,91,6,0,2009/ACURA/TSX/2009 Acura TSX  4-DR. w_SAB.png
5283,2009,AUDI,A3,2009 Audi A3 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5998_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,47,5,2,2009/AUDI/A3/2009 Audi A3 4-DR. w_SAB.png
5284,2009,AUDI,A4,2009 Audi A4 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5665_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,5,0.099,0.099,No Tip,Not Rated,Standard,Optional,Optional,142,6,0,2009/AUDI/A4/2009 Audi A4 4-DR. w_SAB.png
5285,2009,AUDI,A4 AVANT,2009 Audi A4 Avant Wagon 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5665_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0,No Tip,Not Rated,Standard,Optional,Optional,122,2,0,2009/AUDI/A4 AVANT/2009 Audi A4 Avant Wagon 4-DR. w_SAB.png
5286,2009,AUDI,A4 CABRIOLET,2009 Audi A4 Cabriolet  w/SAB,https://static.nhtsa.gov/images/vehicles/5593_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,Optional,142,6,0,2009/AUDI/A4 CABRIOLET/2009 Audi A4 Cabriolet  w_SAB.png
5287,2009,AUDI,A5,2009 Audi A5 2-DR w/SAB,https://static.nhtsa.gov/images/vehicles/5661_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,No,11,1,0,2009/AUDI/A5/2009 Audi A5 2-DR w_SAB.png
5288,2009,AUDI,A6,2009 Audi A6 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/5927_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,Optional,21,4,0,2009/AUDI/A6/2009 Audi A6 4-DR. w_SAB.png
5289,2009,AUDI,A6 AVANT,2009 Audi A6 Avant Wagon w/SAB,https://static.nhtsa.gov/images/vehicles/5927_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,Optional,21,4,0,2009/AUDI/A6 AVANT/2009 Audi A6 Avant Wagon w_SAB.png
