VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
2224,2007,ACURA,MDX,2007 Acura MDX 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/3966_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.14,0,No Tip,Not Rated,Standard,No,No,99,1,0,2007/ACURA/MDX/2007 Acura MDX 4-DR. w_SAB.png
2225,2007,ACURA,RDX,2007 Acura RDX 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/4333_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.155,0,No Tip,Not Rated,Standard,No,No,53,3,0,2007/ACURA/RDX/2007 Acura RDX 4-DR. w_SAB.png
2141,2007,ACURA,RL,2007 Acura RL 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/4028_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,Not Rated,0.097,0,No Tip,Not Rated,Standard,No,No,17,7,0,2007/ACURA/RL/2007 Acura RL 4-DR. w_SAB.png
2140,2007,ACURA,TL,2007 Acura TL 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/4177_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.103, ,Not Rated,Standard,No,No,124,4,0,2007/ACURA/TL/2007 Acura TL 4-DR. w_SAB.png
2142,2007,ACURA,TSX,2007 Acura TSX  4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/4033_st0640_046.png,Not Rated,Not Rated,5,5,Not Rated,5,4,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.118, ,Not Rated,Standard,No,No,22,3,0,2007/ACURA/TSX/2007 Acura TSX  4-DR. w_SAB.png
2290,2007,AUDI,A3,2007 Audi A3 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/4021_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,52,3,0,2007/AUDI/A3/2007 Audi A3 4-DR. w_SAB.png
2120,2007,AUDI,A4/S4,2007 Audi A4/S4 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/3754_st0640_046.png,Not Rated,Not Rated,4,4,Not Rated,5,4,Not Rated,Not Rated,Not Rated,4,4,0.107,0.107,No Tip,Not Rated,Standard,No,No,231,5,0,2007/AUDI/A4/S4/2007 Audi A4_S4 4-DR. w_SAB.png
2121,2007,AUDI,A4/S4 AVANT,2007 Audi A4/S4 Avant Wagon 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/4103_st0640_046.png,Not Rated,Not Rated,4,4,Not Rated,5,4,Not Rated,Not Rated,Not Rated,4,Not Rated,0.107,0,No Tip,Not Rated,Standard,No,No,208,3,0,2007/AUDI/A4/S4 AVANT/2007 Audi A4_S4 Avant Wagon 4-DR. w_SAB.png
2291,2007,AUDI,A4/S4 CABRIOLET,2007 Audi A4/S4 Cabriolet  w/SAB,https://static.nhtsa.gov/images/vehicles/4022_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,231,5,0,2007/AUDI/A4/S4 CABRIOLET/2007 Audi A4_S4 Cabriolet  w_SAB.png
2293,2007,AUDI,A6 AVANT,2007 Audi A6 Avant Wagon w/SAB,https://static.nhtsa.gov/images/vehicles/4105_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,53,4,0,2007/AUDI/A6 AVANT/2007 Audi A6 Avant Wagon w_SAB.png
