ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
746344,"General Motors, LLC",0,0,0,0,06/03/2001,06/03/2001,CE248112938,TIRES,"THE REAR TIRE ON MY PICKUP FAILED WHILE TRAVELING ON THE FREEWAY AT APX 70 MPH.  THE LEFT REAR TREAD SEPARATED FROM THE CARCASS AT SPEED.  THE REMAINING 3 TIRES HAVE ON AVERAGE 5-6 MM OF TREAD REMAINING.  THE TIRE PRESSURE WAS CHECKED THE DAY BEFORE 53 PSI AND I INCREASED THE PRESSUE TO 60 TO MATCH THE OTHER TIRES.  THE VEHICLE WAS PARTIALLY LOADED WITH APX 600 LBS IN THE REAR.  THE TIRES WERE ORIGINAL EQUIPPMENT ""TAKE OFF"" TIRES AND RIMS FOR A 93 F250.  THE TIRES AND WHEELS WERE PURCHASED AS A MATCHED SET WITH LESS THAN 600 MILES WEAR, FROM A FORD DEALERSHIP IN LATE 93 OR EARLY 94.   I AM NATURALLY CONCERNED FOR MY SAFETY WITH THE REMAINING 3 FIRESTONE TIRES.  THE TIRE DEMONSTRATED NO BULGING, EDGE SEPARATION, ""THUMPING"" OR FLAT SPOTS PRIOR TO FAILURE.  THE TIRE DID SHOW SIGNS OF A SLOW LEAK WITH A LOSS OF 2-4 PSI  A MONTH WHEN SET AT 60 PSI.  REPEATED INSPECTIONS FOR NAILS, SCREWS, PUNCTURES OR SIDEWALL DAMAGE WERE NEGATIVE.   I ATTRIBUTED THE TIRE PRESSURE LOSS TO A BAD VALVE STEM.  THE WEAR PATTERN ON THE REMAINING TIRES IS CONSISTENT WITH NORMAL OPERATION.  I USE THE VEHICLE RECREATIONALY AND NOT FOR WORK.    PLEASE HELP, WHAT SHOULD I DO??? (DOT NUMBER: VNOR1WT103  TIRESIZE: LT23585R16)",CHEVROLET,C SERIES
963860,"General Motors, LLC",0,0,0,0,04/17/1995,04/17/1995,,SUSPENSION,"SEARS BEST SHOCK ABSORBERS DEFECTIVE, DOES NOT HAVE ANY SHOCK PROTECTION. TT",CHEVROLET,C10
10671829,"General Motors, LLC",1,0,0,0,10/30/2014,01/12/2015,0000124378L,"STEERING,WHEELS","I'M RESTO-MODDING A 1968 CAMARO.  I HAD A SHOP REPLACE THE ORIGINAL POWER STEERING BOX (RECIRCULATING BALL STEERING GEAR) WITH A NEW ONE FROM CLASSIC PERFORMANCE PRODUCTS (CPP).  THEIR WEB SITE WOULD LEAD YOU TO BELIEVE THEY MAKE EVERYTHING LOCALLY BUT THEY FINALLY ADMITTED THEIR 400 SERIES STEERING BOXES ARE MANUFACTURED OVERSEAS. I HAD A CERTIFIED MECHANIC DO ALL THE WORK AND HE HAD A LOT OF TROUBLE WITH THE INSTALLATION.  FROM DAY ONE, THE BOX DID NOT PERFORM TO ANYONE'S EXPECTATIONS.  AT IDLE, IT PROVIDED NO POWER ASSIST AT ALL.  EVENTUALLY IT BEGAN TO STICK WHEN TURNING A CORNER AND FINALLY IT FAILED ALL TOGETHER RENDERING THE CAR INOPERABLE.  WHEN IT FAILED, IT WAS AS IF THE STEERING WHEEL WAS NO LONGER CONNECTED TO THE STEERING BOX.  I HAVE PICTURES OF THE INTERNALS OF THE BOX AFTER IT FAILED AND THE MECHANIC ADMITTED HE NEVER SAW ANYTHING LIKE THIS BEFORE.  THE BOX WAS SENT BACK TO CPP AND THEY REPLACED IT WITH ANOTHER 400 SERIES BOX WHICH IS ALSO NOT PERFORMING CORRECTLY.  SOME OF THE STEEL BALLS WERE ELONGATED AND SOME WERE FLATTENED WHICH WOULD NOT BE POSSIBLE IF THEY WERE MADE FROM HIGH GRADE HARDENED STEEL - THE KIND USA MANUFACTURERS TELL ME THEY USE.  ACCORDING TO CUSTOMER COMMENTS ON THEIR WEB SITE, I AM NOT THE ONLY CONSUMER WHO HAS EXPERIENCED THIS PROBLEM WITH THIS BOX.   THEIR ENGINEERING DEPT. EVEN OFFERS A WORK AROUND FOR SOME OF THE PROBLEMS SO I BELIEVE THEY ARE AWARE OF THESE PROBLEMS YET THEY CONTINUE TO SELL THE PRODUCT.  I HESITATE TO THINK WHAT COULD HAVE HAPPENED IF THE FAILURE HAD OCCURRED WHILE DRIVING ON AN INTERSTATE EXPRESSWAY AT 60 MPH.  I DO NOT KNOW IF CPP AS A COMPANY IS ACTING IRRESPONSIBLY BUT I CERTAINLY WOULD LIKE SOME HELP PREVENTING ANY MORE OF THESE BOXES BEING SOLD UNTIL THIS PROBLEM IS FULLY RESOLVED.  ANYONE WHO OWNS ONE OF THEIR BOXES SHOULD BE MADE AWARE OF THE POTENTIAL DANGER.  PLEASE LET ME KNOW WHAT CAN BE DONE.  *TR",CHEVROLET,CAMARO
10676750,"General Motors, LLC",0,0,0,0,10/15/2014,01/20/2015,,STEERING,"TL* THE CONTACT OWNS A 1968 CHEVROLET CAMARO. THE CONTACT STATED THAT WHILE MAKING A RIGHT OR LEFT TURN, THE STEERING WHEEL SEIZED. THE VEHICLE WAS TOWED TO AN INDEPENDENT MECHANIC, WHO DIAGNOSED THAT THE STEERING BOX FRACTURED AND NEEDED TO BE REPLACED. THE VEHICLE WAS NOT REPAIRED. THE CONTACT WAS CONCERNED THAT IF THE STEERING BOX WERE REPLACED, THE FAILURE WOULD RECUR DUE TO THE PART BEING FROM THE SAME MANUFACTURER. THE MANUFACTURER WAS NOTIFIED OF THE FAILURE. THE VIN WAS NOT AVAILABLE. THE APPROXIMATE FAILURE MILEAGE WAS 1,000.  UPDATED 03/31/15*LJ",CHEVROLET,CAMARO
10275972,"Chrysler (FCA US, LLC)",0,0,0,0,07/04/2009,07/07/2009,,TIRES,"ON 12/6/06 I PURCHASED A SEARS TIRE 185 80S13 FOR MY 68 DODGE DART AND GOT CHARGED FOR A NEW VALVE. THIS TIRE WAS PLACED IN THE TRUNK AS SPARE.  ON 4/10/07 I PURCHASED ANOTHER 3 OF THE  SAME TIRES, INCLUDING VALVES, AT SEARS AT 95668 MILES ODOMETER READING AND HAD THE TIRES, INCLUDING THE EARLIER PURCHASED SPARE, MOUNTED ON MY CAR.  ON 11/14/07 WHILE DRIVING ON THE FREEWAY, MY LEFT FRONT TIRE BLEW OUT AND I DISCOVERED THAT THE VALVE WAS CRACKED AT THE BASE. THE  SAME DAY I PAID SEARS TO REPLACE THE VALVE. THE ODOMETER READING WAS 96382.  ON 7/4/09 I DISCOVERED THAT THE RIGHT FRONT TIRE LOST ALL AIR WHILE SITTING IN THE GARAGE WITH AN ODOMETER READING OF 97561. AN INSPECTION OF THE VALVE REVEALED THAT IT TOO WAS CRACKED. NOTE THAT I DRIVE THIS CARE VERY LITTLE AND MOSTLY IN THE CITY. THE VALVE STEMS DO NOT STICK OUT OF THE WHEEL COVERS AND COULD NOT HAVE BEEN DAMAGED FROM PARKING. NOW I HAVE TO CONVINCE SEARS TO TAKE ALL WHEELS OFF AND INSPECT AND REPLACE ALL VALVES BEFORE AN ACCIDENT HAPPENS. AND I SHOULD NOT HAVE TO PAY FOR IT. WHY IS A RECALL NOT DONE ON THESE DEFECTIVE VALVES? *TR",DODGE,DART
8009750,Ford Motor Company,0,1,0,0,04/11/2002,05/13/2002,PLEASE PROV,ELECTRICAL SYSTEM,AFTER PARKING VEHICLE  WIRES IN DASHBOARD CAUGHT ON FIRE. *AK,FORD,F150
10249447,Ford Motor Company,0,0,0,0,09/10/2008,11/20/2008,,TIRES,"TL*THE CONTACT OWNS A 1968 FORD F250.  THE VEHICLE HAS A SET OF COOPER PRO COMP MUDTRAIN TIRES (NA).  THE CONTACT STATED THAT THE INSIDE WALL DESIGN OF THE TIRES WAS SPLITTING APART, WHICH CAUSED THE INSIDE TO BULGE AND CRACK.  THE FAILURE WAS DISCOVERED WHEN THE VEHICLE RECEIVED A FLAT TIRE.  HE CALLED COOPER TIRES AND THEY ADVISED HIM TO SEND THEM THE TIRES; HOWEVER, THIS COULD NOT BE DONE BECAUSE THE VEHICLE WOULD NOT HAVE ANY TIRES AT ALL.  THE MANUFACTURER WANTED THE CONTACT TO PAY FOR SHIPPING AND THE COST TO REPAIR THE TIRE FAILURE.  THEY ALSO CHARGED $32 PER TIRE FOR EVERY TREAD THAT WAS USED.  THE CONTACT DOES NOT FEEL SAFE WITH THESE TIRES DUE TO THE FACT THAT THE NEAREST STORE IS 25 MILES AWAY.  THE DOT NUMBER, CORRECT TIRE SIZE, VIN, AND MILEAGES WERE UNKNOWN.",FORD,F250
10627357,Ford Motor Company,1,1,1,2,02/15/2002,08/22/2014,,FUEL/PROPULSION SYSTEM,A REAR-END COLLISION CAUSED THE FUEL TANK TO BE PUNCTURED AND RESULTED IN A DEADLY FIRE WHEN THE FUEL SPILLED FROM THE TRUNK AREA PAST THE REAR SEAT AND INTO THE PASSENGER COMPARTMENT.  *TR,FORD,FALCON
554037,Ford Motor Company,0,0,0,0,,08/28/2000,,TIRES,"FIRESTONE TIRE (P22575R15) SEPARATED FROM STEEL BELT, THIS HAS HAPPENED TO 3 OF THE CONSUMERS TIRES.  NLM",FORD,FORD TRUCK
547829,Ford Motor Company,0,0,0,0,,08/05/1999,,"FUEL SYSTEM, GASOLINE",GAS TANK DROPPED.  YH,FORD,MUSTANG
556638,Ford Motor Company,0,0,0,0,,10/31/2000,,ELECTRICAL SYSTEM,CONSUMER FEELS FAULTY IGNITION SWITCH CAUSED THE VEHICLE TO SHUT DOWN WHILE DRIVING AND RESULTED IN LOSS OF POWER.  NLM,MERCURY,MONTEREY
474905,NORTON/TRIUMPH CORP.,1,0,1,0,12/09/1994,12/09/1994,UNK,"FUEL SYSTEM, GASOLINE","BLADE SHAPED WING UNLOCKING DEVICE ON FUEL FILLER CAP CUT RIGHT SIDE OF PASSENGER'S KNEE, RESULTING IN AN INJURY.      *AK",NORTON,NORTON/TRIUMPH
809820,"General Motors, LLC",0,0,0,0,02/09/1997,04/01/1997,,SUSPENSION,"LOWER BALL JOINT BROKE WHEN BACKING OUT OF DRIVEWAY,  CAUSING RIGHT FRONT END TO FALL ON THE GROUND.  HAD VEHICLE REPAIRED. DEALER DOES NOT KNOW WHY IT BROKE. STORE IS HOLDING BROKEN PART, HOPING TO HAVE AN INVESTIGATOR LOOK AT IT.   *AK",PONTIAC,GTO
10106222,UNKNOWN MANUFACTURER,0,0,0,0,01/12/2005,01/12/2005,,"SEAT BELTS,EQUIPMENT",2003 TOYOTA COROLLA S - DRIVER SIDE SEAT BELT CANNOT LOCK. TOOK CAR TO TOYOTA DEALER FOR REPAIR. NEED TO ORDER PARTS - WILL TAKE APPROXIMATELY ONE WEEK TO COME IN TO REPLACE AND FIX.*AK,TOYOTA,CROWN
10110483,Toyota Motor Corporation,0,0,0,0,12/13/2004,02/13/2005,,EQUIPMENT,CANNOT SHIFT SELECTOR LEVER  OUT OF PARK POSITION.  LEXUS DEALER FAILED TO IDENTIFY AND CORRECT PROBLEM.  *JB,TOYOTA,CROWN
